summary,cluster_tag,clusters
[experiment] [macos] the “vpn promo” infobar is not displayed if a successful login is done from the os captive portal login window        ,User Interface,0
"selecting a synced tab from the awesome bar should open a new tab rather than replacing the current tab, for consistency with ""switch to tab""        ",User Interface,0
"when attempting to start sharing the screen, camera sharing is being stopped (on linux, macos and windows 7)        ",User Interface,0
"""find"" bar cannot be closed. at the same time, ""open a new tab"", bookmarks toolbar and reloading page doesn't work.        ",User Interface,0
expand windows 10 search redirection to post plugins        ,User Interface,0
tab can not be opened on application start        ,User Interface,0
"when i click with the new tab and the left click button at the same time, my mouse cursor gets stolen.        ",User Interface,0
opening a new tab sometimes causes both the new tab and the old tab to show up as selected in win10 tablet mode        ,User Interface,0
"[linux] when picture in picture is active, new windows appear beneath firefox's main window        ",User Interface,0
recently closed windows inactive (not shown in restore list) until after you press restore        ,User Interface,0
"when a link is highlighted, pressing ctrl+enter should open it in a new tab. ctrl+shift+enter should open in a new window        ",User Interface,0
firefox window resized and pointer in wrong coordinates after suspend in ubuntu 20.04        ,User Interface,0
issue with switching tabs when firefox window is split-screen        ,User Interface,0
cannot have two tabs on the same web page        ,User Interface,0
unknown software exception on start up or new tab creation        ,User Interface,0
the new tab page title appears in the window after session restore        ,User Interface,0
allow moving a window by dragging empty areas        ,User Interface,0
firefox window freezes when zooming in on an image        ,User Interface,0
'lazy' tab loading and tab previews interact badly        ,User Interface,0
duplicating a pinned tab creates a normal tab        ,User Interface,0
window moved to foreground after session-restore after having alt-tabbed away        ,User Interface,0
mistery tab still open after close then cannot create or switch tab        ,User Interface,0
new tab generates slow script dialogs for preview generation        ,User Interface,0
"after updating and restarting nightly with two windows open on two external monitors, both windows are re-opened on one external monitor.        ",User Interface,0
recently closed windows empty after restart        ,User Interface,0
favicon from last visited page remains active for new visited page with no favicon associated in windows taskbar        ,User Interface,0
opening multiple tabs does not highlight point of origin        ,User Interface,0
firefox opens two empty windows when opening links in thunderbird email        ,User Interface,0
tabs and checkboxes in firefox 3 look glitchy        ,User Interface,0
measure new window performance        ,User Interface,0
the user should not be able to share the global sharing indicator window        ,User Interface,0
address bar is not focused when first firefox window is opened and add-on page is set as homepage        ,User Interface,0
recently closed windows not updated in history        ,User Interface,0
"""undo close tab"" does not scroll down to proper link (anchor?) in bugzilla        ",User Interface,0
show all tabs doesn't work in permanent private mode        ,User Interface,0
allow extensions to add content to firefox view or the new tab page        ,User Interface,0
do longitudinal analysis on fx_tab_switch_spinner_visible_long_ms probe to see how many of our users see really bad tab switch spinners        ,User Interface,0
window tabs design on light vs dark modes        ,User Interface,0
window to share list is not corresponding with the window names opened        ,User Interface,0
no resize for window        ,User Interface,0
bookmarks and history opened in a popup window should open in the main browser        ,User Interface,0
"tools-->options-->open new window in new tab doesn't work in 4.0, did work in 3.5        ",User Interface,0
"can not toggle ""special characters"" window open/closed.        ",User Interface,0
long firefox sessions with many tabs opened cause firefox to cover the windows task bar when it is set to auto hide        ,User Interface,0
mute sound of a window (including *all* of its tabs)        ,User Interface,0
tab title does not update if titleless page is loaded after 'problem loading page'        ,User Interface,0
"sync addon preference ""run in private windows""        ",User Interface,0
regression: close prompt does not show tab count anymore        ,User Interface,0
ff restart cause window dimensions to be zero (0) width and zero (0) height        ,User Interface,0
"addition of ""lock tab"" to lock a tab, and force links to another tab        ",User Interface,0
about:logins should re-use an already open tab        ,User Interface,0
ms surface keyboard bugged in firefox following windows update 2004        ,User Interface,0
tabs not loading when #urlbar-container is hidden        ,User Interface,0
"improve how warmed tabs are ""cooled"" after the warming timeout        ",User Interface,0
window resize gripper should always be the right-most element.        ,User Interface,0
'save as/file select' window render broken on firefox        ,User Interface,0
windows created from torn off tabs should not be maximized        ,User Interface,0
dropdown menu failure on windows 7 non-aero.        ,User Interface,0
"""list all tabs"" overflow menu keyboard shortcut (f8 or f9 ?)        ",User Interface,0
need mru decoupled from tab previews system        ,User Interface,0
all tabs lost when closing window while view source window is still open        ,User Interface,0
firefox shows http-passwords in cleartext in the tab title        ,User Interface,0
"when opening ""bookmark all tabs"" dialog, the folder field flickers - shows one value and then changes        ",User Interface,0
"""forget"" icon still operational in private window, creating potential for user confusion        ",User Interface,0
new firefox window opens outside (desktop) viewport with 2 monitors        ,User Interface,0
firefox 101.0.1  will not play  on windows 10        ,User Interface,0
firefox open with tabs and websites loaded then pc not sleeping on amd system        ,User Interface,0
"page info window's media list scrollbar's dragger has incorrect size when opened (gets updated on window maximize, but not on manual resize).        ",User Interface,0
firefox doesn't respect default printer setting windows        ,User Interface,0
can't 'open in new tab' while new page is loading (ctrl + t) works        ,User Interface,0
about:preferences connection parameters on windows        ,User Interface,0
"sync/bookmarks: ""open all in tabs"" loads everything at once        ",User Interface,0
load tabs on demand when opened in background        ,User Interface,0
tab navigation does not work after coming back from any other site        ,User Interface,0
it hard to distinguish which item is in focus on library window        ,User Interface,0
session restore is launched even if i closed ff with a blank tab.        ,User Interface,0
white line under tabs with custom theme and proton enabled        ,User Interface,0
"bookmarks cut instead of opened in new tab from bookmarks toolbar folder (shortcut key ""t"" in the right-click context menu is inconsistent with that of links)        ",User Interface,0
[wayland] firefox ui freezes after clicking right click on a tab and trying to select menu options        ,User Interface,0
allow sidebar to be selected and turned on/off independently/separately for each tab in the same window / tab-specific sidebars        ,User Interface,0
"after 96.0.2 upgrade multiple tabs crashed, will not restore        ",User Interface,0
current private window design causes all content to twitch when i toggle tracking protection        ,User Interface,0
back / forward buttons sometimes get disabled for a tab.        ,User Interface,0
missing pixels in the corners on maximized window on high-density monitors        ,User Interface,0
new tab not working after crashing        ,User Interface,0
pdf downloads to unc path on windows fail to open and leave firefox unusable        ,User Interface,0
"""duplicate tab"" opens different url        ",User Interface,0
"after display mode changes to a low res and back, with a large amount of tabs, the tab overflow scroll buttons buttons do not ger removed.        ",User Interface,0
accidentally closing pinned tabs        ,User Interface,0
wayland - misplaced hamburger menu when unmaximized firefox window is near bottom edge of the screen        ,User Interface,0
opening a link in a new tab does not make the tab bar scroll to the right so you can see it        ,User Interface,0
right click menu does not show up in separate firefox windows        ,User Interface,0
"right-click on tab is not showing ""send tab"" until avatar menu opened        ",User Interface,0
multiple tab creation (via middle click vs ctrl+click)        ,User Interface,0
"cross site scripting that lead to browser slow down  and lead to the endless searching , version 78.0.1 (64 bit window 8.1)        ",User Interface,0
restored windows not placed on workspace #1        ,User Interface,0
"""don't load tabs until selected"" should not download favicon till selected        ",User Interface,0
right mouse context menu with tabs in titlebar does not work anymore        ,User Interface,0
show thumbnails / previews of bookmarks and allow transformation of sets of bookmarks into tabs        ,User Interface,0
changing tab after starting page load loads in wrong tab        ,User Interface,0
fluent design on windows 10        ,User Interface,0
address of last tab appear in address bar of existing open tabs        ,User Interface,0
[e10s] view image broken when e10s enabled and images disabled        ,Workflow Bugs,1
[macos] mouse over highlights card options isn't highlighted on default or light theme        ,Workflow Bugs,1
restore defaults is not fully functional for all the content blocking settings        ,Workflow Bugs,1
firefox 23 on osx 10.8.4: wetransfer site leads to ram problem        ,Workflow Bugs,1
creating better support experience for sync users /adding a support button to the sync page        ,Workflow Bugs,1
window.opener not set by shift-click        ,Workflow Bugs,1
change deleting search suggestion history in the search bar from del to shift-del on all platforms (delete causes issues if a search suggestion is selected)        ,Workflow Bugs,1
weather underground radar 'animation' loop  stalls after random interval        ,Workflow Bugs,1
built-in screenshot utility serves wrong mime type text/ico        ,Workflow Bugs,1
session restore gives wrong message if restore previous session is off        ,Workflow Bugs,1
inline frames        ,Workflow Bugs,1
headless screenshot is too quick: the page hasn't finished loading        ,Workflow Bugs,1
"ssl ""revoked certificate"" popup offers no information, workarounds        ",Workflow Bugs,1
when using a letter and receipt printer from firefox on version 62 it overrides paper formatting        ,Workflow Bugs,1
no feedback on about:preferences#privacy manage cookies save        ,Workflow Bugs,1
"""start new session"" should store existing session in sessionstore-backups        ",Workflow Bugs,1
[meta] dns-over-https rollout        ,Workflow Bugs,1
twitter in a container freezes computer and drags firefox to a halt        ,Workflow Bugs,1
"when two sounds are played on different pages, the later sound stops the previous.        ",Workflow Bugs,1
"cut sees text of icon, but 'find' cannot find the text on page.        ",Workflow Bugs,1
temporary permission icon doesn't disappear after expiration        ,Workflow Bugs,1
"mention ""firefox & thunderbird add-on converter for seamonkey"" in native en-us seamonkey        ",Workflow Bugs,1
browser.bookmarks.openintabclosesmenu is not working        ,Workflow Bugs,1
firefox hangs on printing html tables with more than 2500 rows        ,Workflow Bugs,1
jsmouseevent needs to expose tablet pressure        ,Workflow Bugs,1
add user interface for hpkp (http public key pinning)        ,Workflow Bugs,1
make the entire library button menu available in the sidebar        ,Workflow Bugs,1
default open/save directory isn't smart        ,Workflow Bugs,1
provide some feedback for invalid uris entered in edit-bookmark dialog/pane        ,Workflow Bugs,1
get rid of makeuri and makefileuri        ,Workflow Bugs,1
distorted audio and delay (2-3 secs) in videos on firefox 90.0.2 x64 ubuntu 20.04        ,Workflow Bugs,1
firefox not consistent across platforms (something css/layout/alignment/font-related)        ,Workflow Bugs,1
restore read position in pdf documents after a crash        ,Workflow Bugs,1
bookmark sort by name doesn't sort correctly        ,Workflow Bugs,1
add on doesn't appear        ,Workflow Bugs,1
firefox profile manager - delete profile - ui button text may lead to user error        ,Workflow Bugs,1
add a pref to display a negative indicator in the url bar for mixed content sites        ,Workflow Bugs,1
"the ""cfr recommendation"" doorhanger is wrongly closed and reopened if the ""jigsaw"" button is right-clicked        ",Workflow Bugs,1
load event fires on a closed sidebar during session restore        ,Workflow Bugs,1
firefox developer edition ubuntu: select element has a transparent background color        ,Workflow Bugs,1
add additional descriptive text for search shortcuts for screen readers        ,Workflow Bugs,1
norton identity safe reported to be interfering with firefox        ,Workflow Bugs,1
firefox nightly not utilizing vaapi hardware acceleration properly compared to mpv and other media players        ,Workflow Bugs,1
"download progress bar isn't correctly update when download is paused, ""for all cases""        ",Workflow Bugs,1
allow toggling of bundled domain autocomplete        ,Workflow Bugs,1
text selection is broken        ,Workflow Bugs,1
clear history completely        ,Workflow Bugs,1
the icon arrow-liked don't disappear from the bookmark side at bookmarks toolbar        ,Workflow Bugs,1
firefox build error: exception specification in declaration does not match previous declaration        ,Workflow Bugs,1
firefox downloads image with larger size than defined in srcset        ,Workflow Bugs,1
"can't scroll ,it will scroll the page not the text box        ",Workflow Bugs,1
[meta] easy setup onboarding first screen        ,Workflow Bugs,1
"it shows the html tags of ""next"" and ""previous"" while searching on google something.        ",Workflow Bugs,1
firefox hangs loading github pr page        ,Workflow Bugs,1
when using https: i get double clicks sent to the web server. only in firefox versions later than 3.0.4.        ,Workflow Bugs,1
webrtc/media testing        ,Workflow Bugs,1
"very low use of net bandpass in upload videos on youtube, firefox v91.0        ",Workflow Bugs,1
"sync login first time entry of sign-in token gets ""you've tried too many times, try again in xx minutes""        ",Workflow Bugs,1
our remote settings attachment code can be replaced with remote settings api code        ,Workflow Bugs,1
make preferences sync... sync        ,Workflow Bugs,1
firefox shows part of screenshot when dragging text (see screencast)        ,Workflow Bugs,1
"""clear now"" ""cancel"" buttons will go out of dialog frame, when clicking any of check box at ""clear browsing history"" dialog        ",Workflow Bugs,1
startpage.com search results are lost on browser restart        ,Workflow Bugs,1
margin-bottom in multi-column renders differently in firefox and chrome        ,Workflow Bugs,1
[flatpak] flatpak firefox does not open filechooser        ,Workflow Bugs,1
"""open with firefox"" from ""opening..."" dialog        ",Workflow Bugs,1
copying anything from within firefox and then closing firefox will remove it from the clipboard        ,Workflow Bugs,1
touch panning fails in special use case since firefox 6.0 on windows with touch input.        ,Workflow Bugs,1
zen garden wasm demo stutters in 32-bit firefox        ,Workflow Bugs,1
consider using status panel for indicating container        ,Workflow Bugs,1
server not found        ,Workflow Bugs,1
"failing to get search suggestions with ""formhistoryclient constructed with both a formfield and an inputname"" error (stop using formautofill in searchsuggestionscontroller)        ",Workflow Bugs,1
deleting or cutting url from address bar hides site info and page action buttons until the user pressed esc        ,Workflow Bugs,1
firefox 3.6.10 completely freezing        ,Workflow Bugs,1
firefox not updating invalid-format errors        ,Workflow Bugs,1
change the behavior of desktop notifikation - aplly update        ,Workflow Bugs,1
"""forget about some browsing history"" has unintended results        ",Workflow Bugs,1
cookie confirmation dialog should allow specifying where the wildcard should go in the cookie's domain        ,Workflow Bugs,1
firefox frequently restores last sessions with option unchecked        ,Workflow Bugs,1
transparency of popups are inconsistent        ,Workflow Bugs,1
[meta] move screenshots into a dedicated browser component        ,Workflow Bugs,1
not able to build firefox locally. error with c++ install.        ,Workflow Bugs,1
unable to save attachments to folder or desktop from email messages or websites        ,Workflow Bugs,1
authentication error on url passed authentication in img tag with multiple images.        ,Workflow Bugs,1
element without tabindex can be tabbed into        ,Workflow Bugs,1
don't allow enrollment in default-branch pref experiments when the pref doesn't have a built-in value        ,Workflow Bugs,1
icons on navigation bar display inconsistently in size        ,Workflow Bugs,1
show icons in menu and context menu        ,Workflow Bugs,1
change nsspecialsystemdirectory::operator=(os_temporarydirectory) to violate fhs        ,Workflow Bugs,1
firefox doesn't remember last pages on mac        ,Workflow Bugs,1
pulldown menus don't work correctly        ,Workflow Bugs,1
"bookmark keyword field accepts keywords with invalid characters (spaces,colons) but doesn't work - should display an error/prevent them        ",Workflow Bugs,1
firefox developer edition occasionally does not restore previous session        ,Workflow Bugs,1
firefoxclubs wiki        ,Workflow Bugs,1
globe icon in switch-to-tab awesomebar results is always black        ,Workflow Bugs,1
inset emoji context menu feature of ubuntu not working on firefox textboxes        ,Workflow Bugs,1
user can accidentally erase their previous session in about:sessionrestore        ,Workflow Bugs,1
bad behavior whilst dragging image        ,Workflow Bugs,1
read hg changeset id from git commit        ,Workflow Bugs,1
firefox going crazy        ,Workflow Bugs,1
switch to using a tiff instead of a png for the dmg background image        ,Workflow Bugs,1
"firefox shouldn't display icons in contextual menu on certain platforms in compliance with their hig (gnome, macos...)        ",Workflow Bugs,1
[meta] paymentrequest first-time use (ftu) / onboarding experience        ,Workflow Bugs,1
"[meta] firefox sync should provide durable storage of your profile data ""in the cloud""        ",Workflow Bugs,1
allow for score specific post-answer urls in heartbeat prompts        ,Workflow Bugs,1
cannot resize address bar after customizing        ,Workflow Bugs,1
downloads view in the library is annoying on osx when firefox is fullscreen        ,Workflow Bugs,1
firefox disables screenreader        ,Workflow Bugs,1
starting add-on debugger should not install firefox updates        ,Workflow Bugs,1
firefox hangs when you select something in terms of text        ,Workflow Bugs,1
figure out what do to with candrop() with respect to sync vs async        ,Workflow Bugs,1
keep a longer history trail in appdata\local\mozilla\firefox\nightly\updates        ,Workflow Bugs,1
discord voip plays sound from other users that enter voip after me but does not play sound from other users that are already in voip chat.  firefox works fine with same prefs.js file        ,Workflow Bugs,1
clarify permanent/temporary cert exception        ,Workflow Bugs,1
rfe: specify converter (filter) instead of stand-alone app for mime types or protocols        ,Workflow Bugs,1
two different find bars.        ,Workflow Bugs,1
"firefox nightly: extended monitor: when watching a video /w 2 instances open and maximized on 2 different screens while video is full screen, video will flicker when typing and scrolling through web pages.        ",Workflow Bugs,1
"firefox sync causes the password manager to prompt, interrupting typing        ",Workflow Bugs,1
tabview keybindins are capturing keybinfings defined in the page        ,Workflow Bugs,1
new implementation ignores browser.download.usedownloaddir        ,Workflow Bugs,1
topsite loses pin after reorganized and jumps position        ,Workflow Bugs,1
"lines missing in prefs.js after install,  white flash after start firefox 4.0        ",Workflow Bugs,1
decide on what process the unprivileged paymentrequest ui should live in        ,Workflow Bugs,1
can't find documentation for running cppunittests        ,Workflow Bugs,1
look into remote settings for layouts and look at pros and cons established        ,Workflow Bugs,1
support tagged pdfs in pdf.js        ,Workflow Bugs,1
need network.dns.ipv6onlydomains for some sites        ,Workflow Bugs,1
scrolling in firefox        ,Workflow Bugs,1
should be compatible with os x 10.4 & 10.5 parental control        ,Workflow Bugs,1
build of 54.0 hangs in precompile_startupcache with repeated mmap enomem        ,Workflow Bugs,1
"perform a clobber build if build logic changes (recursivemake.py, etc)        ",Workflow Bugs,1
can't login with phpmyadmin in multi-server configuration        ,Workflow Bugs,1
slight shuffling of content as snippets load in ds        ,Workflow Bugs,1
[xfa] severe alignment issues - follow-up 2        ,Workflow Bugs,1
additional options for show heartbeat action        ,Workflow Bugs,1
snapified firefox does not start if launched from directories it does not like        ,Workflow Bugs,1
pdf-viewer should reload if file-content changes        ,Workflow Bugs,1
firefox stops updating the ui properly with force-enabled hw acceleration on linux        ,Workflow Bugs,1
hot key shift+command+f disappears from main menu after exiting full screen mode.        ,Workflow Bugs,1
input confusion when numlock is off        ,Workflow Bugs,1
remove alamofile library dependency        ,Workflow Bugs,1
firefox v67.0(64 bit) will not open unless run as administrator on w10 v1809 (os build 17763.1503)        ,Workflow Bugs,1
say that it is firefox writing to the invoking shell's stderr        ,Workflow Bugs,1
site-specific zoom applies to error pages and feeds        ,Workflow Bugs,1
bug when confirming a downloads local destination by pressing [enter]        ,Workflow Bugs,1
protection report: prompt new user to browse        ,Workflow Bugs,1
pink texture/artifacts with firefox 41 on android 5.1 tablet        ,Workflow Bugs,1
linker error: undefined symbol when building fennec aarch64 with -o3        ,Workflow Bugs,1
create a per-channel dashboard        ,Workflow Bugs,1
headless option to save url page source        ,Workflow Bugs,1
make js usage of appid (nsixulappinfo.id) not pass through xpconnect all the time        ,Workflow Bugs,1
split browser.tabs.loaddivertedinbackground into two preferences - external programs and brower links/javascript        ,Workflow Bugs,1
scrolling with mouse wheel on bookmarks main menu stops and switches to expanded sub menu when i hover over a main folder for more than a split second.        ,Workflow Bugs,1
make bookmarks toolbar appear on the menu line by default        ,Workflow Bugs,1
the favicon for the most frequent pages in the jumplist is still the old minefield icon.        ,Workflow Bugs,1
[meta] sync metrics dashboard        ,Workflow Bugs,1
"after firefox 46.0 update, unable to open the browser, ""could not find the mozilla runtime.""        ",Workflow Bugs,1
mozilla firefox hardware acceleration glitches since firefox 33        ,Workflow Bugs,1
"select tag with multiple options with height/width setting then page up picks downward, page down picks upward        ",Workflow Bugs,1
firefox crashes when opening link from external app        ,Workflow Bugs,1
add way to see title and alt attributes in the saved screenshot        ,Workflow Bugs,1
libclang not detected with toolkit/moz.configure on linux        ,Workflow Bugs,1
"firefox sync ""create an account"" link navigates to ""sign in"" page        ",Workflow Bugs,1
"[css-flexbox] in firefox flex item with writing-mode:vertical-rl stretches, not in chrome        ",Workflow Bugs,1
ld_preload with dlsym() of sysconf() hangs firefox        ,Workflow Bugs,1
"""firefox:gl0"" received signal sigsegv        ",Workflow Bugs,1
system defaults checking warning did not pop up after kill forcefully and quickly reopen firefox3.7a1pre        ,Workflow Bugs,1
[eslint][meta] remove remaining violations of no-unsanitized rules        ,Workflow Bugs,1
"text block becomes invisible if font is ""courier"" and transform:rotate used        ",Workflow Bugs,1
smart keyword search fails on fast input        ,Workflow Bugs,1
better organize the hidden preferences        ,Workflow Bugs,1
a promise chain failed to handle a rejection        ,Workflow Bugs,1
firefox completely locks linux making it necessary to press the system reset button        ,Workflow Bugs,1
"firefox for ios does not show an indicator for ""passive"" mixed-content        ",Workflow Bugs,1
greek character links are url encoded        ,Workflow Bugs,1
when tracking protection is activated web fonts served from fonts.googleapis.com are blocked        ,Workflow Bugs,1
mach bootstrap => sudo: add-apt-repository: command not found        ,Workflow Bugs,1
improve documentation and test coverage for reach and exposure pings        ,Workflow Bugs,1
incomplete history syncing        ,Workflow Bugs,1
quitting in full screen causes firefox to fill the whole screen on next start        ,Workflow Bugs,1
changing canvas linewidth is slow in firefox        ,Workflow Bugs,1
"firefox hangs on ""print""        ",Workflow Bugs,1
dpi set incorrectly after moving firefox to lower-res screen        ,Workflow Bugs,1
create separator on top (instead of middle) after multiple bookmarks are selected        ,Workflow Bugs,1
firefox reset duplex property        ,Workflow Bugs,1
"some autocomplete online search results are displayed as if they are overflowing, with a fading effect, when typing slowly        ",Workflow Bugs,1
break out layout_endpoint into new pref        ,Workflow Bugs,1
conflict between 'refresh firefox' and 'firefox sync': confusing and scary that add-ons get reinstalled approx one day after refreshing firefox profile        ,Workflow Bugs,1
"cuando pausas youtube shorts y vas a twitch en pantalla completa, la reproducción de youtubeshorts se vuelve a activar        ",Workflow Bugs,1
cookie handling settings are very confusing        ,Workflow Bugs,1
changing name in save as dialog switches automatically filter        ,Workflow Bugs,1
[sway] [wayland] devtools toolbox makes firefox hanging and closing        ,Workflow Bugs,1
cached web content size gets stuck at a size greater than zero even when cleared        ,Workflow Bugs,1
stub pings for non-admin users always report non-default install directory        ,Workflow Bugs,1
firefox fails in vnc (not a snap cgroup)        ,Workflow Bugs,1
checkboxes no longer visible in firefox 54+        ,Workflow Bugs,1
"""view more"" for each section        ",Workflow Bugs,1
this symbol   /    always starts  fast searching at the bottom of the page.        ,Workflow Bugs,1
a block with a scrollbar that is continually increased in size that is at the bottom of it's scrollable text will cause the whole page to flicker        ,Workflow Bugs,1
[win] firefox keeps restarting with profile on unc path        ,Workflow Bugs,1
reload pages from a script        ,Workflow Bugs,1
disconnected device keeps syncing and never resets sync when no push is received        ,Workflow Bugs,1
firefox 52.2esr cannot sort folders first in file->open dialog        ,Workflow Bugs,1
fix spacing issues in the tag selector in the bookmarks panel when proton is enabled        ,Workflow Bugs,1
"the notificationbox does not conform to the monitor that firefox is on, rather your main monitor (multiple monitors)        ",Workflow Bugs,1
"minimize sidebar, or resize freely        ",Workflow Bugs,1
unity not work in firefox when playing subway surfers and other games        ,Workflow Bugs,1
ext_disjoint_timer_query.createqueryext crashes firefox        ,Workflow Bugs,1
can not compile firefox 53 with clang/llvm 3.7        ,Workflow Bugs,1
x11 exa + xfce composite = wrong pages render        ,Workflow Bugs,1
session restore does not restore        ,Workflow Bugs,1
selected text doesn't stay selected after zoom        ,Workflow Bugs,1
evaluate whether we still need -moz-crisp-edges on favicons        ,Workflow Bugs,1
history sync fails: ns_error_illegal_value calling moziasynchistory.updateplaces        ,Workflow Bugs,1
kindle cloud reader is a performance nightmare        ,Workflow Bugs,1
can --disable-neon please be added?        ,Workflow Bugs,1
"""view pocket list"" prevents going back to previous page due to server redirects        ",Workflow Bugs,1
firefox does not scroll to url fragments when linked to from external pages        ,Workflow Bugs,1
proton icons appear blurry        ,Workflow Bugs,1
[proton] visual glitches when accessing the fxa panel        ,Workflow Bugs,1
preference binding doesn't flush prefs after a clearuserpref        ,Workflow Bugs,1
modal dialogs in general preferences show up too slow        ,Workflow Bugs,1
change default tps logs location        ,Workflow Bugs,1
"propose some options for evolving our react testing strategy, since enzyme is either dying or dead        ",Workflow Bugs,1
copying rich text from firefox does not capture styling from style sheet        ,Workflow Bugs,1
add delete button to awesome bar result matches        ,Workflow Bugs,1
drag'n'drop url on home icon should also suggest to append to (instead of replace) homepage setting        ,Workflow Bugs,1
errors while customizing toolbars        ,Workflow Bugs,1
firefox doesn't use mac system appearance color for url bar menu        ,Workflow Bugs,1
firefox account avatar not refreshed on sumo        ,Workflow Bugs,1
update the heuristic result contents for canonize url        ,Workflow Bugs,1
add a regression test for ensuring that mimetype from server wouldn't affect the content-type the browser submit        ,Workflow Bugs,1
disable-elf-hack needed while building on debian with address sanitizer (no gain)        ,Workflow Bugs,1
more space expected between toolbarseparator and device name in fxa panel        ,Workflow Bugs,1
"[photon] preferences: it would be nice if it be possible to scroll the preferences site, when mouse cursor is the navigation area        ",Workflow Bugs,1
installing a program that opens a web page starts firefox as privileged        ,Workflow Bugs,1
got leak messages when close firefox        ,Workflow Bugs,1
no access to named pipes via javascript chrome extensions        ,Workflow Bugs,1
[fedora-28] [firefox-60] freeserif get selected for devanagari text instead of system default (lohit devanagari)        ,Workflow Bugs,1
blank space on toolbars        ,Workflow Bugs,1
creating new documents from google drive is blocked by the popup blocker        ,Workflow Bugs,1
figure out why the nsdocshell::copyfavicon assert fails and fix it        ,Workflow Bugs,1
"add a ""current-url"" attribute to #main-window in browser.xhtml        ",Workflow Bugs,1
[kde] firefox deadlocks on right click in bitwarden popover        ,Workflow Bugs,1
firefoxcp isolated web content using all memory on mac        ,Workflow Bugs,1
dns request flood during firefox startup        ,Workflow Bugs,1
previous search suggestions are wrongly displayed when a search shortcut is clicked        ,Workflow Bugs,1
syncing should update devtool theme too        ,Workflow Bugs,1
add an option to select which sound card will play sounds        ,Workflow Bugs,1
firefox on windows incorretly handles missing font in form input field's placeholder        ,Workflow Bugs,1
dynamic interface specifications for toolkit/components/search        ,Workflow Bugs,1
firefox starts up slow when the local hostname cant be resolved        ,Workflow Bugs,1
pac proxy working intermittently after firefox update to 52        ,Workflow Bugs,1
"intermittent browser_subdialogs.js | dialog title should be updated with changes - got sample sub-dialog, expected updated title        ",Workflow Bugs,1
sup renders incorrectly on firefox maybe sub too        ,Workflow Bugs,1
character entities &rarr; etcetera not displaying correctly        ,Workflow Bugs,1
replace nsicertificatedialogs from firefox extension not working        ,Workflow Bugs,1
unable to make a new window when viewing page source on mac        ,Workflow Bugs,1
network.http.phishy-userpass-length preference missing from about:config        ,Workflow Bugs,1
firefox-esr segfault at startup        ,Workflow Bugs,1
ipv6 url with embedded hex ascii codes not correctly decoded        ,Workflow Bugs,1
make |mach bootstrap| offer to install sccache and help configure local office scccache if appropriate        ,Workflow Bugs,1
pressing cmd+a in the help menu search field closes the menu and selects text inside firefox        ,Workflow Bugs,1
three finger middle click.        ,Workflow Bugs,1
containers color selection is not colorblind friendly        ,Workflow Bugs,1
bug printing html page with multiple div with box-shadow        ,Workflow Bugs,1
new firefox menu buttons do not trigger command events        ,Workflow Bugs,1
about:reader url is exposed in the location bar menu        ,Workflow Bugs,1
text block popping up when over a button shows last link that mouse pointer was over        ,Workflow Bugs,1
%2f wrongly unescaped when link target shown in status bar        ,Workflow Bugs,1
multiple sync devices from the same iphone showing up in desktop        ,Workflow Bugs,1
"section placeholders are no longer displayed if search, top sites or highlights are disabled        ",Workflow Bugs,1
firefox 68.0esr occupies high cpu and it generates many (about 119080 ) [parent][messagechannel] error        ,Workflow Bugs,1
symbols are occasionally distorted in firefox        ,Workflow Bugs,1
mixed content shield not displayed in ubuntu 13.10 firefox        ,Workflow Bugs,1
"""restore default settings"" ssl pref reset button doesn't appear for the ""interrupted"" case in non-english builds        ",Workflow Bugs,1
hamburger menu is incorrectly displayed after adding a homepage        ,Workflow Bugs,1
"nextcloud website causes login loop, fixed with new profile        ",Workflow Bugs,1
"on linux mint, the size of firefox remains the same until i set the fontsize in my computersettings to 1.4 which makes everything too big.        ",Workflow Bugs,1
undoing enabling 3rd party themes always enables default theme in new aom        ,Workflow Bugs,1
save next to images also audio and video as complete web page        ,Workflow Bugs,1
firefox is very slow drawing in canvas        ,Workflow Bugs,1
remove visibledefaultengines and visibledefaultenginehash on search metadata object. these are no longer used.        ,Workflow Bugs,1
dashboard to track data integrity over time        ,Workflow Bugs,1
firefox doesn't respect the dpi values in a multi-monitor setting        ,Workflow Bugs,1
limit card networks dropdown to supported networks        ,Workflow Bugs,1
[meta] fixing createcodebaseprincipalfromorigin callers to support contextual identities.        ,Workflow Bugs,1
minor cosmetic issue when opening large number of sites in one go.        ,Workflow Bugs,1
"update styling of alert(), confirm(), prompt()        ",Workflow Bugs,1
add applytargeting param to about:studies preview urls        ,Workflow Bugs,1
"""what's new"" in about dialog feels wrong when a manual update search indicates you can update to a different version (shows release notes for existing install instead of update)        ",Workflow Bugs,1
apply content signing to pocket feed in activity stream        ,Workflow Bugs,1
"add ""retry"" button to sync sign-in failure page        ",Workflow Bugs,1
firefox fails to build pixman on ppc64: error: implicit declaration of function ‘vec_xl’        ,Workflow Bugs,1
360 videos do not play in firefox        ,Workflow Bugs,1
"when leaving firefox on overnight, it sometimes is frozen the next morning        ",Workflow Bugs,1
bookmark search in sidebar: support enter and down-arrow keys for smoother workflow        ,Workflow Bugs,1
firefox uses too much bandwidth        ,Workflow Bugs,1
